instance,seed,bestCost,bestCostBefSP,tempAtBest,timeAtBest,iterAtBest,totalIter,pool,totalTime
O37,4,83.77708763999672,83.77708763999672,99.6602897997246,0.017999887466430664,1,8669,269,9.980999946594238
O37,5,83.77708763999712,83.77708763999712,97.7923197928467,0.11299991607666016,1,8359,255,9.986000061035156
O40,1,86.83154216802399,86.83154216802399,98.71186576467662,0.08899998664855957,8,10288,385,12.981000185012817
O40,2,86.83154216802404,86.83154216802404,98.02523214536815,0.13100004196166992,80,12590,448,12.979000091552734
O40,3,86.83154216802441,86.83154216802441,96.49283994843975,0.23200011253356934,8,10596,386,12.979000091552734
O40,4,86.83154216802377,86.83154216802377,99.72327036794178,0.01900005340576172,3,10399,407,12.989000082015991
O40,5,86.83154216802428,86.83154216802428,98.71186940895397,0.08699989318847656,2,5505,350,55.6710000038147
121_2.0,4,3012.7338627916806,3013.2414934001317,0.0009807725903661373,1634.6820001602173,297,297,24663,1634.683000087738
O41,1,101.98251301225261,101.98251301225261,99.05678365131728,0.05900001525878906,1,3826,328,10.994999885559082
O41,2,101.9825130122522,101.9825130122522,99.58225533729427,0.023999929428100586,4,3754,320,10.98799991607666
O41,3,101.98251301225218,101.98251301225218,98.64101153562878,0.07700014114379883,11,4209,361,11.005000114440918
O41,4,101.98251301225241,101.98251301225241,98.60489745171289,0.0820000171661377,11,3784,350,10.989000082015991
O41,5,101.9825130122521,101.9825130122521,99.58225533729427,0.026000022888183594,2,4879,451,10.990000009536743
O49,1,101.29106938309313,101.29106938309313,96.79936042664254,0.25099992752075195,30,2608,782,14.995000123977661
S273,4,613.9216973927626,613.9216973927626,1.5848322829555295,2362.7740001678467,2,2772,42401,2755.795000076294
301_1.5,2,17875.139755656623,18080.459231110697,0.0009151537814884308,3033.4909999370575,3099,3099,20741,3033.496999979019
256_3.0,1,25437.63849285832,25971.853681075176,0.0008681874583667125,2483.026999950409,2233,2233,9906,2483.029000043869
151_3.0,2,1404.7445644545774,1405.9653230359618,0.0009910836879737414,2107.0499999523163,7905,7905,34440,2107.0510001182556
121_2.0,5,3017.637525080372,3109.5616954876086,0.0009991043935065843,1634.3450000286102,13259,13259,18272,1634.345999956131
S273,5,612.2366481855184,612.2366481855184,11.139196415879264,1800.9920001029968,18993,10404,55393,2756.2829999923706
S28,1,61.79558426151321,61.79558426151321,99.93334927478372,0.0019998550415039062,1,10261,128,5.991999864578247
S28,2,61.795584261513135,61.795584261513135,99.53387980753583,0.014999866485595703,17,9104,124,5.99399995803833
S28,3,61.79558426151309,61.79558426151309,99.90002430098852,0.003999948501586914,4,11589,129,5.993000030517578
S28,4,61.7955842615134,61.7955842615134,99.70022290506364,0.009999990463256836,2,9688,124,5.99399995803833
S28,5,61.7955842615132,61.7955842615132,99.86671282658048,0.003999948501586914,6,9814,125,5.99399995803833
S31,1,70.02486721455267,70.02486721455267,93.31560012283325,0.2090001106262207,70,4377,496,6.019999980926514
S31,2,70.02486721455125,70.02486721455125,85.99471512027321,0.437999963760376,236,4894,505,6.240999937057495
S31,3,70.02486721455327,70.02486721455327,96.20340246597925,0.11699986457824707,1,4471,496,6.198999881744385
S31,4,70.02486721455364,70.02486721455364,96.20340246597925,0.11800003051757812,63,4422,503,6.017000198364258
S31,5,70.02486721455344,70.02486721455344,95.64840099487306,0.13299989700317383,22,3794,496,6.226999998092651
256_3.0,2,25425.755864095583,26229.7057220488,0.0009513289519641632,2482.805999994278,3050,3050,11045,2482.808000087738
301_1.5,3,17662.707176196833,18104.153898845532,0.0008744297371436215,3033.523999929428,4305,4305,20187,3033.526000022888
151_3.0,3,1400.4057684485726,1404.5530306163907,0.0009984614349408602,2106.459000110626,6818,6818,36573,2106.4639999866486
121_2.5,1,2532.4287763028074,2596.904863307422,0.00099116627398678,2030.0750000476837,23219,23219,18367,2030.0750000476837
256_3.0,3,25409.903349325585,26187.308670866787,0.0008835328238647902,2483.013999938965,3107,3107,11177,2483.0169999599457
121_2.5,2,2568.1679061650407,2568.1679061650407,64.41695219743708,390.10199999809265,3455,22046,28885,2078.8650000095367
151_3.0,4,1404.968610345432,1407.0400700987304,0.0,2205.672999858856,9573,9573,35261,2205.672999858856
S337,1,762.6204244580838,762.6204244580838,3.5581116384253466,2727.2430000305176,11,3596,32591,3411.7699999809265
301_1.5,4,17779.498661588048,18089.47962267178,0.0009300249687512643,3074.601000070572,3288,3288,23614,3074.6019999980927
121_2.5,3,2548.6229688454723,2584.361766065388,0.0009933980814675369,2030.4750001430511,19661,19661,23835,2030.4820001125336
151_3.0,5,1401.748554450156,1408.8416773509373,0.0009558101034308818,2106.6130001544952,7967,7967,34524,2106.6130001544952
256_3.0,4,25391.408144870333,26570.891268839445,0.0009681573378727306,2482.6579999923706,2867,2867,11067,2482.6589999198914
200_1.0,1,3823.5667866602935,3857.7284296538487,0.0008403910891033955,780.6970000267029,21,21,6856,780.6979999542236
200_1.0,2,3821.715238979394,3876.3677990772912,0.0008796439740863198,777.7380001544952,157,157,6735,777.739000082016
301_1.5,5,17591.430984952305,18063.251590842458,0.000984806275048613,3033.0380001068115,4696,4696,20420,3033.039999961853
121_2.5,4,2556.351789153061,2572.6000854729145,0.0009809956229377302,2030.7170000076294,18526,18526,31488,2030.7179999351501
S337,2,767.8361656039268,767.8827955233819,0.0009817528987610665,3412.029000043869,12643,12643,30666,3412.0309998989105
